transaction_id,supplier_id,transaction_date,contract_value_usd,currency,category,subcategory,department,contract_duration_months,tender_type,local_content_percentage,payment_terms,contract_start_date,contract_end_date,po_number,delivery_location,project_code,budget_code,approval_level,contract_status
TXN002581,SUP0259,2019-10-11,179433.9,USD,Equipment Rental,Financial Services,Mining Operations,2,Open Tender,42.5,Upon Delivery,2019-10-11,2019-12-10,PO542584,Subika,PRJ2507,BUD175,Manager,Completed
TXN002582,SUP0124,2024-07-08,27575.92,USD,Office Supplies,Transportation & Logistics,Maintenance,2,Restricted Tender,97.2,Net 90,2024-07-08,2024-09-06,PO413619,Ahafo South,PRJ2479,BUD820,Director,Completed
TXN002583,SUP0440,2016-04-30,9628.1,USD,Maintenance Services,Training Services,Mining Operations,1,Direct Award,95.7,Upon Delivery,2016-04-30,2016-05-30,PO667965,Subika,PRJ2647,BUD508,VP,Completed
TXN002584,SUP0097,2023-11-16,252291.74,USD,Mechanical Services,Consulting Services,Maintenance,12,Open Tender,68.4,Net 30,2023-11-16,2024-11-10,PO648187,Ahafo South,PRJ7017,BUD891,Director,Completed
TXN002585,SUP0217,2019-08-23,88039.52,USD,Civil Works,Waste Management,Mining Operations,2,Restricted Tender,84.3,Net 60,2019-08-23,2019-10-22,PO408492,Ahafo North,PRJ7191,BUD647,SVP,Completed
TXN002586,SUP0007,2013-07-29,581499.75,GHS,Electrical Services,Security Services,Environmental,12,Open Tender,95.4,Upon Delivery,2013-07-29,2014-07-24,PO923039,Ahafo South,PRJ9650,BUD339,SVP,Cancelled
TXN002587,SUP0449,2022-07-08,68938.89,USD,Waste Management,Electrical Services,Mining Operations,3,Restricted Tender,84.8,Net 30,2022-07-08,2022-10-06,PO595429,Accra Office,PRJ2190,BUD472,Manager,Completed
TXN002588,SUP0052,2018-04-28,622894.19,USD,Transportation & Logistics,Equipment Parts,Mining Operations,3,Open Tender,15.8,Upon Delivery,2018-04-28,2018-07-27,PO289383,,PRJ8430,BUD964,Manager,Completed
TXN002589,SUP0023,2022-10-09,255496.75,USD,Equipment Parts,Environmental Services,Mining Operations,2,Restricted Tender,88.4,Upon Delivery,2022-10-09,2022-12-08,PO124509,Ahafo North,PRJ3072,BUD122,Manager,Completed
TXN002590,SUP0203,2012-12-23,15045.45,USD,Office Supplies,Medical Services,Mining Operations,2,Restricted Tender,92.1,Net 90,2012-12-23,2013-02-21,PO576632,Ahafo North,PRJ7228,BUD115,VP,Completed
TXN002591,SUP0156,2011-10-07,55316.54,USD,Transportation & Logistics,Consulting Services,Mining Operations,3,Restricted Tender,92.3,Net 30,2011-10-07,2012-01-05,PO898021,Subika,PRJ3280,BUD174,SVP,Completed
TXN002592,SUP0190,2018-02-07,81364.72,USD,Fuel & Lubricants,Accounting Services,Administration,2,Restricted Tender,90.4,Net 90,2018-02-07,2018-04-08,PO223499,Accra Office,PRJ8973,BUD567,VP,Cancelled
TXN002593,SUP0452,2012-01-10,299263.89,USD,Medical Services,Civil Works,Mining Operations,36,Open Tender,63.6,Net 60,2012-01-10,2014-12-25,PO611996,Subika,PRJ7309,BUD716,Director,Completed
TXN002594,SUP0191,2011-09-04,13363.39,USD,Training Services,Laboratory Services,Maintenance,1,Direct Award,99.4,Net 60,2011-09-04,2011-10-04,PO393948,Ahafo South,PRJ7599,BUD241,SVP,Completed
TXN002595,SUP0327,2015-12-22,1482652.84,USD,Equipment Parts,Safety Equipment,Administration,1,Open Tender,30.4,Net 60,2015-12-22,2016-01-21,PO247758,Accra Office,PRJ6476,BUD624,Manager,Completed
TXN002596,SUP0148,2020-01-29,292704.18,USD,Supplies & Materials,Catering Services,Community Relations,1,Open Tender,44.5,Net 90,2020-01-29,2020-02-28,PO856029,Subika,PRJ5364,BUD235,Manager,Completed
TXN002597,SUP0086,2022-06-01,173260.43,USD,Training Services,Electrical Services,Administration,6,Open Tender,79.7,Net 90,2022-06-01,2022-11-28,PO490959,Accra Office,PRJ1743,BUD426,SVP,Completed
TXN002598,SUP0156,2021-05-06,146621.69,USD,Transportation & Logistics,Consulting Services,Administration,1,Open Tender,74.5,Net 30,2021-05-06,2021-06-05,,Ahafo North,PRJ3069,BUD964,VP,Completed
TXN002599,SUP0023,2021-02-22,536204.58,USD,Equipment Parts,Environmental Services,Mining Operations,1,Open Tender,79.7,Net 30,2021-02-22,2021-03-24,PO869987,Ahafo South,PRJ2038,BUD747,SVP,Completed
TXN002600,SUP0330,2014-12-04,144109.1,USD,Financial Services,Legal Services,Community Relations,36,Open Tender,91.8,Net 90,2014-12-04,2017-11-18,PO529925,Subika,PRJ1865,BUD570,Director,Completed
TXN002601,SUP0479,2014-09-27,742853.2,USD,Office Supplies,Financial Services,Maintenance,1,Open Tender,5.9,Net 90,2014-09-27,2014-10-27,PO988792,Accra Office,PRJ3910,BUD615,Director,Completed
TXN002602,SUP0133,2022-07-24,5642.76,USD,Environmental Services,Fuel & Lubricants,Community Relations,24,Restricted Tender,98.3,Net 90,2022-07-24,2024-07-13,PO856148,Subika,PRJ1082,BUD159,Manager,Completed
TXN002603,SUP0369,2020-11-21,128149.18,USD,Office Supplies,Transportation & Logistics,Community Relations,3,Open Tender,73.2,Net 60,2020-11-21,2021-02-19,PO268734,Subika,PRJ8415,BUD346,Manager,Completed
TXN002604,SUP0229,2013-01-21,4706103.58,USD,IT Services,Laboratory Services,Community Relations,12,Open Tender,9.9,Net 30,2013-01-21,2014-01-16,PO508405,Subika,PRJ1102,BUD593,Manager,Completed
TXN002605,SUP0102,2011-04-28,617026.97,USD,Civil Works,Catering Services,Mining Operations,2,Open Tender,16.8,Net 30,2011-04-28,2011-06-27,PO195909,Ahafo South,PRJ7091,BUD101,Director,Completed
TXN002606,SUP0153,2020-05-27,46700.89,USD,Laboratory Services,IT Services,Community Relations,1,Direct Award,99.3,Net 30,2020-05-27,2020-06-26,PO430284,Ahafo North,PRJ8002,BUD182,Manager,Completed
TXN002607,SUP0450,2018-02-19,22944.32,USD,Laboratory Services,Waste Management,Mining Operations,3,Restricted Tender,99.4,Upon Delivery,2018-02-19,2018-05-20,PO155826,Ahafo North,PRJ4270,BUD144,Manager,Completed
TXN002608,SUP0330,2020-05-15,197424.97,USD,Financial Services,Legal Services,Maintenance,1,Restricted Tender,83.3,Upon Delivery,2020-05-15,2020-06-14,PO722485,Subika,PRJ1240,BUD104,SVP,Cancelled
TXN002609,SUP0238,2015-10-02,34814.95,USD,Financial Services,Legal Services,Community Relations,36,Open Tender,95.8,Net 30,2015-10-02,2018-09-16,PO628671,Subika,PRJ6361,BUD815,VP,Completed
TXN002610,SUP0387,2015-02-03,133153.05,USD,Safety Equipment,Environmental Services,Mining Operations,3,Open Tender,94.5,Net 60,2015-02-03,2015-05-04,PO936185,Accra Office,PRJ7769,BUD707,Director,Completed
TXN002611,SUP0034,2019-03-31,3149579.84,USD,Consulting Services,Consulting Services,Administration,6,Open Tender,1.2,Net 60,2019-03-31,2019-09-27,PO724089,Subika,PRJ5571,BUD583,Manager,Completed
TXN002612,SUP0223,2019-04-10,7402.6,USD,Electrical Services,Civil Works,Mining Operations,36,Direct Award,96.1,Net 30,2019-04-10,2022-03-25,PO754736,Ahafo North,PRJ8768,BUD307,VP,Completed
TXN002613,SUP0123,2022-01-28,89060.96,USD,Office Supplies,Accounting Services,Maintenance,1,Open Tender,74.9,Net 60,2022-01-28,2022-02-27,PO907940,Ahafo South,PRJ1581,BUD364,VP,Completed
TXN002614,SUP0452,2011-01-07,1352833.75,GHS,Medical Services,Civil Works,Community Relations,3,Open Tender,49.2,Net 90,2011-01-07,2011-04-07,PO912314,Accra Office,PRJ4633,BUD801,Director,Completed
TXN002615,SUP0136,2011-07-17,434388.39,USD,Construction Services,Catering Services,Environmental,12,Open Tender,82.0,Net 90,2011-07-17,2012-07-11,PO323698,Subika,PRJ8173,BUD362,Director,Completed
TXN002616,SUP0145,2017-07-26,24396.38,USD,Accounting Services,Equipment Rental,Security,3,Direct Award,73.5,Upon Delivery,2017-07-26,2017-10-24,PO655682,Ahafo South,PRJ7645,BUD982,VP,Completed
TXN002617,SUP0251,2022-03-29,38184.31,USD,Office Supplies,Safety Equipment,Mining Operations,2,Open Tender,83.3,Net 30,2022-03-29,2022-05-28,PO881537,Accra Office,PRJ8336,BUD298,Director,Completed
TXN002618,SUP0079,2015-08-22,41817.82,USD,Legal Services,Safety Equipment,Mining Operations,6,Open Tender,85.0,Net 60,2015-08-22,2016-02-18,PO673741,Subika,PRJ3897,BUD425,Director,Completed
TXN002619,SUP0047,2018-08-01,26347.98,USD,Maintenance Services,Electrical Services,Mining Operations,36,Direct Award,88.4,Net 90,2018-08-01,2021-07-16,PO525608,Ahafo North,PRJ9850,BUD148,VP,Completed
TXN002620,SUP0004,2017-06-29,453371.64,USD,Consulting Services,Equipment Parts,Security,1,Open Tender,33.5,Upon Delivery,2017-06-29,2017-07-29,PO955957,Accra Office,PRJ5533,BUD821,Manager,Completed
TXN002621,SUP0159,2018-10-29,209125.83,USD,Equipment Rental,Catering Services,Administration,2,Open Tender,94.2,Upon Delivery,2018-10-29,2018-12-28,PO749985,Subika,PRJ6774,BUD181,VP,Completed
TXN002622,SUP0001,2018-11-27,100226.73,USD,Financial Services,Environmental Services,Community Relations,3,Open Tender,75.4,Net 60,2018-11-27,2019-02-25,PO691995,Ahafo North,PRJ1159,BUD708,Manager,Completed
TXN002623,SUP0058,2022-02-17,155255.54,USD,Catering Services,Construction Services,Mining Operations,6,Restricted Tender,93.3,Net 90,2022-02-17,2022-08-16,PO212344,Ahafo South,PRJ9083,BUD744,VP,Completed
TXN002624,SUP0420,2010-08-14,675106.25,USD,Safety Equipment,Financial Services,Mining Operations,3,Open Tender,34.2,Net 30,2010-08-14,2010-11-12,PO344916,Ahafo South,PRJ2365,BUD202,SVP,Completed
TXN002625,SUP0465,2021-05-20,3760049.95,USD,Supplies & Materials,Consulting Services,Maintenance,2,Restricted Tender,0.3,Net 30,2021-05-20,2021-07-19,PO730222,Ahafo South,PRJ3331,BUD436,VP,Completed
TXN002626,SUP0077,2019-12-26,403029.88,USD,Consulting Services,Consulting Services,Maintenance,36,Open Tender,38.0,Upon Delivery,2019-12-26,2022-12-10,PO156605,Ahafo North,PRJ3755,BUD749,Manager,Completed
TXN002627,SUP0313,2019-02-09,514738.875,GHS,Maintenance Services,Environmental Services,Mining Operations,36,Open Tender,96.8,Net 90,2019-02-09,2022-01-24,PO345165,Subika,PRJ5391,BUD815,Manager,Completed
TXN002628,SUP0064,2025-04-23,119765.63,USD,Accounting Services,Training Services,Mining Operations,3,Open Tender,91.6,Net 30,2025-04-23,2025-07-22,PO186709,Ahafo North,PRJ3985,BUD548,VP,Completed
TXN002629,SUP0315,2022-09-10,838901.13,USD,Waste Management,Construction Services,Mining Operations,2,Open Tender,33.4,Net 30,2022-09-10,2022-11-09,PO111089,Ahafo North,PRJ7843,BUD877,Manager,Completed
TXN002630,SUP0473,2011-10-09,31669.7,USD,Electrical Services,Consulting Services,Administration,6,Open Tender,97.8,Net 30,2011-10-09,2012-04-06,PO453643,Ahafo North,PRJ3999,BUD999,VP,Completed
TXN002631,SUP0152,2024-09-07,94873.07,USD,Medical Services,Office Supplies,Security,36,Restricted Tender,82.7,Net 90,2024-09-07,2027-08-23,PO561535,Subika,PRJ1524,BUD548,VP,Active
TXN002632,SUP0266,2010-12-26,903910.42,USD,Security Services,Medical Services,Community Relations,12,Open Tender,33.7,Net 30,2010-12-26,2011-12-21,PO902144,Accra Office,PRJ4133,BUD964,Director,Completed
TXN002633,SUP0307,2020-05-26,385280.63,USD,Legal Services,Financial Services,Mining Operations,24,Restricted Tender,39.5,Net 30,2020-05-26,2022-05-16,PO471054,Subika,PRJ1459,BUD336,Manager,Completed
TXN002634,SUP0428,2011-01-30,14304189.58,USD,Equipment Parts,Training Services,Security,1,Open Tender,0.2,Upon Delivery,2011-01-30,2011-03-01,PO401828,Ahafo North,PRJ5981,BUD891,Manager,Completed
TXN002635,SUP0412,2014-07-24,3489092.39,USD,Financial Services,Supplies & Materials,Security,36,Open Tender,3.9,Net 30,2014-07-24,2017-07-08,PO103150,Subika,PRJ6705,BUD229,Manager,Completed
TXN002636,SUP0469,2014-10-24,177360.32,USD,Transportation & Logistics,Environmental Services,Administration,2,Open Tender,81.0,Net 30,2014-10-24,2014-12-23,PO631085,Subika,PRJ2055,BUD173,VP,Completed
TXN002637,SUP0284,2024-01-23,13194.96,USD,Legal Services,Office Supplies,Mining Operations,24,Restricted Tender,98.3,Net 30,2024-01-23,2026-01-12,,Subika,PRJ3855,BUD658,VP,Active
TXN002638,SUP0263,2017-10-06,436785.49999999994,GHS,Legal Services,Catering Services,Mining Operations,3,Open Tender,99.4,Net 90,2017-10-06,2018-01-04,PO819349,Subika,PRJ3400,BUD146,VP,Completed
TXN002639,SUP0470,2018-09-13,403021.78,USD,Fuel & Lubricants,Transportation & Logistics,Mining Operations,1,Open Tender,12.0,Net 30,2018-09-13,2018-10-13,PO162206,Accra Office,PRJ8977,BUD683,Manager,Completed
TXN002640,SUP0408,2024-06-12,42339.51,USD,Training Services,Supplies & Materials,Mining Operations,1,Open Tender,98.3,Upon Delivery,2024-06-12,2024-07-12,PO698939,Accra Office,PRJ9970,BUD160,Manager,Completed
TXN002641,SUP0050,2022-04-06,74458.72,USD,Financial Services,Training Services,Community Relations,12,Open Tender,75.0,Upon Delivery,2022-04-06,2023-04-01,PO600695,,PRJ1722,BUD896,Director,Completed
TXN002642,SUP0083,2020-09-28,67219.16,USD,Transportation & Logistics,Accounting Services,Security,3,Restricted Tender,78.7,Net 90,2020-09-28,2020-12-27,PO828118,Ahafo North,PRJ4568,BUD778,Director,Completed
TXN002643,SUP0393,2022-10-16,46842.17,USD,Electrical Services,Fuel & Lubricants,Administration,6,Direct Award,86.8,Net 90,2022-10-16,2023-04-14,PO709278,Subika,PRJ4686,BUD121,Manager,Completed
TXN002644,SUP0136,2018-10-22,4103137.75,GHS,Construction Services,Catering Services,Mining Operations,12,Open Tender,83.2,Upon Delivery,2018-10-22,2019-10-17,PO495288,Ahafo North,PRJ6475,BUD435,Manager,Completed
TXN002645,SUP0310,2014-11-21,159912.45,USD,Electrical Services,Equipment Parts,Mining Operations,3,Restricted Tender,70.3,Net 90,2014-11-21,2015-02-19,PO968684,Ahafo South,PRJ2194,BUD605,Director,Completed
TXN002646,SUP0450,2018-07-06,14322.91,USD,Laboratory Services,Waste Management,Mining Operations,6,Direct Award,98.4,Net 90,2018-07-06,2019-01-02,PO236323,Accra Office,PRJ4008,BUD392,Manager,Completed
TXN002647,SUP0112,2020-04-21,327545.64,USD,Equipment Rental,Civil Works,Mining Operations,3,Restricted Tender,87.4,Net 90,2020-04-21,2020-07-20,PO292697,Ahafo South,PRJ4060,BUD777,Director,Completed
TXN002648,SUP0387,2014-11-28,100177.27,USD,Safety Equipment,Environmental Services,Maintenance,1,Restricted Tender,94.5,Net 90,2014-11-28,2014-12-28,,Ahafo South,PRJ2142,BUD115,Manager,Completed
TXN002649,SUP0185,2022-10-25,29852.39,USD,Mechanical Services,Transportation & Logistics,Mining Operations,1,Open Tender,76.2,Upon Delivery,2022-10-25,2022-11-24,PO979682,Ahafo South,PRJ6835,BUD350,Manager,Completed
TXN002650,SUP0336,2024-04-16,20707.65,USD,Laboratory Services,Training Services,Mining Operations,24,Direct Award,95.7,Upon Delivery,2024-04-16,2026-04-06,PO635231,Subika,PRJ4980,BUD114,Director,Active
TXN002651,SUP0139,2012-08-13,2169570.125,GHS,Accounting Services,Civil Works,Maintenance,1,Open Tender,89.1,Upon Delivery,2012-08-13,2012-09-12,PO511652,Accra Office,PRJ4603,BUD913,Director,Completed
TXN002652,SUP0363,2023-10-28,1310689.99,USD,Equipment Parts,Transportation & Logistics,Maintenance,1,Open Tender,44.7,Net 90,2023-10-28,2023-11-27,PO811289,Subika,PRJ8479,BUD442,SVP,Completed
TXN002653,SUP0235,2017-04-02,82913.8,USD,Maintenance Services,Environmental Services,Mining Operations,24,Restricted Tender,72.4,Net 60,2017-04-02,2019-03-23,PO191988,Ahafo North,PRJ7938,BUD419,Director,Completed
TXN002654,SUP0123,2018-11-12,19886.25,USD,Office Supplies,Accounting Services,Environmental,1,Direct Award,78.7,Net 60,2018-11-12,2018-12-12,PO984121,Ahafo North,PRJ7866,BUD787,Director,Completed
TXN002655,SUP0240,2010-03-11,40498.1,USD,Supplies & Materials,Accounting Services,Environmental,3,Restricted Tender,90.0,Net 60,2010-03-11,2010-06-09,PO579800,Subika,PRJ6795,BUD633,Director,Completed
TXN002656,SUP0014,2011-09-29,132156.93,USD,Fuel & Lubricants,Laboratory Services,Maintenance,2,Open Tender,74.0,Upon Delivery,2011-09-29,2011-11-28,PO585875,Ahafo South,PRJ3065,BUD101,SVP,Completed
TXN002657,SUP0342,2012-07-27,209255.7,USD,Accounting Services,Civil Works,Mining Operations,1,Open Tender,67.3,Net 90,2012-07-27,2012-08-26,PO982747,Ahafo North,PRJ4697,BUD830,Manager,Completed
TXN002658,SUP0032,2014-01-22,179781.66,USD,Safety Equipment,Financial Services,Environmental,1,Open Tender,74.1,Upon Delivery,2014-01-22,2014-02-21,PO834447,Ahafo North,PRJ2621,BUD762,Director,Completed
TXN002659,SUP0337,2011-07-08,1146564.91,USD,Waste Management,Mechanical Services,Mining Operations,2,Open Tender,9.0,Net 30,2011-07-08,2011-09-06,PO647622,,PRJ1070,BUD802,VP,Completed
TXN002660,SUP0378,2022-09-07,9542.18,USD,Consulting Services,Maintenance Services,Mining Operations,1,Direct Award,95.3,Upon Delivery,2022-09-07,2022-10-07,PO211585,Ahafo South,PRJ9243,BUD547,Director,Completed
TXN002661,SUP0469,2022-01-05,187174.72,USD,Transportation & Logistics,Environmental Services,Mining Operations,2,Open Tender,85.8,Net 90,2022-01-05,2022-03-06,,Ahafo South,PRJ6127,BUD682,SVP,Completed
TXN002662,SUP0450,2025-06-25,5603.74,USD,Laboratory Services,Waste Management,Mining Operations,12,Direct Award,97.3,Net 60,2025-06-25,2026-06-20,PO838174,Ahafo South,PRJ7254,BUD669,Manager,Active
TXN002663,SUP0380,2011-02-17,161469.19,USD,Supplies & Materials,Construction Services,Mining Operations,2,Open Tender,85.2,Net 60,2011-02-17,2011-04-18,PO602005,Ahafo North,PRJ2100,BUD660,SVP,Completed
TXN002664,SUP0174,2023-08-27,290317.39,USD,Construction Services,Laboratory Services,Maintenance,3,Open Tender,91.3,Upon Delivery,2023-08-27,2023-11-25,,Subika,PRJ6434,BUD418,Manager,Completed
TXN002665,SUP0247,2024-09-29,145796.79,USD,Mechanical Services,Training Services,Mining Operations,1,Open Tender,56.7,Net 60,2024-09-29,2024-10-29,PO276288,Accra Office,PRJ3662,BUD101,Manager,Completed
TXN002666,SUP0422,2013-12-26,972775.34,USD,Maintenance Services,Financial Services,Mining Operations,24,Open Tender,14.6,Net 60,2013-12-26,2015-12-16,PO744918,Subika,PRJ9792,BUD230,Director,Completed
TXN002667,SUP0440,2013-01-13,32231.9,USD,Maintenance Services,Training Services,Community Relations,36,Open Tender,98.4,Net 60,2013-01-13,2015-12-29,PO162033,Subika,PRJ2452,BUD384,VP,Completed
TXN002668,SUP0032,2020-12-05,111929.29,USD,Safety Equipment,Financial Services,Maintenance,2,Open Tender,83.3,Net 60,2020-12-05,2021-02-03,PO866658,Ahafo North,PRJ9599,BUD865,Manager,Completed
TXN002669,SUP0195,2011-06-25,130417.99,USD,Maintenance Services,Accounting Services,Environmental,12,Open Tender,82.6,Net 90,2011-06-25,2012-06-19,PO705316,Ahafo North,PRJ1167,BUD789,Director,Completed
TXN002670,SUP0486,2024-01-26,1406253.72,USD,Equipment Rental,Laboratory Services,Mining Operations,3,Open Tender,9.1,Net 30,2024-01-26,2024-04-25,PO233778,Ahafo South,PRJ4405,BUD151,VP,Completed
TXN002671,SUP0152,2025-08-10,102176.57,USD,Medical Services,Office Supplies,Mining Operations,3,Open Tender,94.8,Net 60,2025-08-10,2025-11-08,PO993780,Ahafo North,PRJ3139,BUD834,SVP,Active
TXN002672,SUP0261,2021-03-03,178587.58,USD,Waste Management,Medical Services,Mining Operations,2,Open Tender,31.7,Net 60,2021-03-03,2021-05-02,PO829234,Ahafo South,PRJ4992,BUD481,Director,Completed
TXN002673,SUP0347,2010-12-06,303611.65,USD,Legal Services,Civil Works,Mining Operations,3,Open Tender,15.2,Net 30,2010-12-06,2011-03-06,PO538229,Subika,PRJ1770,BUD516,VP,Completed
TXN002674,SUP0393,2018-11-17,190917.14,USD,Electrical Services,Fuel & Lubricants,Community Relations,3,Open Tender,82.7,Net 30,2018-11-17,2019-02-15,PO815319,Ahafo South,PRJ6643,BUD832,Director,Completed
TXN002675,SUP0094,2019-11-14,509810.48,USD,Equipment Rental,Construction Services,Mining Operations,2,Open Tender,32.3,Upon Delivery,2019-11-14,2020-01-13,PO473145,Accra Office,PRJ2572,BUD725,Director,Completed
TXN002676,SUP0097,2012-12-17,380783.54,USD,Mechanical Services,Consulting Services,Maintenance,1,Open Tender,35.5,Net 30,2012-12-17,2013-01-16,PO783421,Ahafo North,PRJ2468,BUD525,Manager,Completed
TXN002677,SUP0011,2020-07-14,7835.22,USD,Medical Services,Catering Services,Mining Operations,6,Direct Award,98.0,Upon Delivery,2020-07-14,2021-01-10,PO737658,Ahafo South,PRJ3607,BUD696,Director,Completed
TXN002678,SUP0411,2012-09-04,130378.97,USD,Waste Management,Civil Works,Security,1,Open Tender,77.6,Net 90,2012-09-04,2012-10-04,PO359985,Subika,PRJ2095,BUD734,SVP,Completed
TXN002679,SUP0475,2018-10-16,104749.47,USD,Environmental Services,Waste Management,Maintenance,3,Restricted Tender,49.5,Net 60,2018-10-16,2019-01-14,PO695055,Ahafo South,PRJ4326,BUD221,SVP,Cancelled
TXN002680,SUP0190,2020-12-02,184775.04,USD,Fuel & Lubricants,Accounting Services,Environmental,1,Open Tender,89.6,Net 30,2020-12-02,2021-01-01,PO484714,Accra Office,PRJ7038,BUD961,SVP,Completed
TXN002681,SUP0181,2018-10-27,125102.53,USD,Financial Services,Medical Services,Security,12,Restricted Tender,88.3,Net 30,2018-10-27,2019-10-22,PO501777,Ahafo North,PRJ7455,BUD256,Manager,Completed
TXN002682,SUP0211,2022-10-17,300658.75,USD,Office Supplies,Waste Management,Mining Operations,3,Open Tender,38.8,Upon Delivery,2022-10-17,2023-01-15,PO479637,Subika,PRJ1990,BUD410,VP,Completed
TXN002683,SUP0313,2015-09-18,24229.26,USD,Maintenance Services,Environmental Services,Maintenance,6,Restricted Tender,99.3,Net 30,2015-09-18,2016-03-16,PO562396,Accra Office,PRJ7414,BUD301,VP,Completed
TXN002684,SUP0398,2023-07-25,414363.91,USD,Office Supplies,Supplies & Materials,Mining Operations,1,Restricted Tender,56.1,Net 60,2023-07-25,2023-08-24,PO695122,Accra Office,PRJ6632,BUD108,VP,Completed
TXN002685,SUP0331,2024-07-08,69640.8,USD,Transportation & Logistics,Waste Management,Mining Operations,3,Direct Award,72.3,Upon Delivery,2024-07-08,2024-10-06,PO275400,Accra Office,PRJ4109,BUD232,Director,Completed
TXN002686,SUP0191,2018-08-23,27941.98,USD,Training Services,Laboratory Services,Mining Operations,3,Restricted Tender,98.2,Upon Delivery,2018-08-23,2018-11-21,PO974536,Ahafo South,PRJ2449,BUD402,Director,Completed
TXN002687,SUP0058,2015-09-26,106367.37,USD,Catering Services,Construction Services,Environmental,3,Open Tender,82.1,Upon Delivery,2015-09-26,2015-12-25,PO797790,Ahafo North,PRJ6628,BUD770,VP,Completed
TXN002688,SUP0121,2015-12-24,944223.08,USD,Maintenance Services,Medical Services,Security,36,Restricted Tender,37.8,Net 60,2015-12-24,2018-12-08,PO206338,Ahafo South,PRJ9745,BUD852,SVP,Completed
TXN002689,SUP0172,2023-04-30,9864.69,USD,Fuel & Lubricants,Supplies & Materials,Mining Operations,3,Direct Award,95.4,Net 30,2023-04-30,2023-07-29,PO875846,Accra Office,PRJ3416,BUD754,Director,Completed
TXN002690,SUP0333,2016-12-23,15029.9,USD,Catering Services,Accounting Services,Security,36,Restricted Tender,96.6,Net 30,2016-12-23,2019-12-08,PO789978,Accra Office,PRJ5319,BUD325,Director,Completed
TXN002691,SUP0210,2022-07-22,178998.89,USD,Laboratory Services,Laboratory Services,Mining Operations,6,Open Tender,74.5,Net 60,2022-07-22,2023-01-18,PO240486,Subika,PRJ8551,BUD291,VP,Completed
TXN002692,SUP0300,2024-12-14,85496.45,USD,Equipment Rental,Legal Services,Environmental,1,Restricted Tender,98.2,Net 90,2024-12-14,2025-01-13,PO657453,Ahafo North,PRJ4684,BUD351,VP,Completed
TXN002693,SUP0175,2014-07-16,665866.91,USD,Medical Services,Safety Equipment,Mining Operations,1,Restricted Tender,39.8,Net 60,2014-07-16,2014-08-15,PO181315,Ahafo South,PRJ6993,BUD968,SVP,Completed
TXN002694,SUP0219,2019-02-06,1080353.03,USD,Construction Services,Fuel & Lubricants,Security,1,Restricted Tender,17.2,Net 90,2019-02-06,2019-03-08,PO853682,Subika,PRJ7058,BUD984,SVP,Completed
TXN002695,SUP0474,2018-10-04,3101381.3,USD,Medical Services,Electrical Services,Mining Operations,36,Open Tender,7.1,Net 90,2018-10-04,2021-09-18,PO623637,Subika,PRJ8430,BUD511,VP,Completed
TXN002696,SUP0250,2024-04-04,1073952.18,USD,Mechanical Services,Security Services,Maintenance,6,Open Tender,7.9,Net 60,2024-04-04,2024-10-01,PO478003,Ahafo North,PRJ8153,BUD479,SVP,Completed
TXN002697,SUP0464,2016-01-28,478907.76,USD,Medical Services,Electrical Services,Administration,12,Open Tender,34.4,Upon Delivery,2016-01-28,2017-01-22,PO863503,Accra Office,PRJ2041,BUD541,Director,Completed
TXN002698,SUP0270,2016-04-15,24804.34,USD,Financial Services,Mechanical Services,Mining Operations,3,Direct Award,86.1,Net 30,2016-04-15,2016-07-14,PO285685,Subika,PRJ5678,BUD478,Manager,Completed
TXN002699,SUP0260,2022-01-04,48762.34,USD,Electrical Services,Mechanical Services,Mining Operations,36,Open Tender,97.5,Net 30,2022-01-04,2024-12-19,PO700505,Subika,PRJ6019,BUD620,Manager,Completed
TXN002700,SUP0251,2017-08-31,180794.36,USD,Office Supplies,Safety Equipment,Community Relations,1,Open Tender,81.9,Upon Delivery,2017-08-31,2017-09-30,PO724893,Ahafo North,PRJ6293,BUD905,VP,Completed
TXN002701,SUP0262,2022-11-30,2347185.37,USD,Office Supplies,Fuel & Lubricants,Security,2,Restricted Tender,2.5,Upon Delivery,2022-11-30,2023-01-29,PO416761,Accra Office,PRJ3977,BUD215,Director,Completed
TXN002702,SUP0027,2010-04-21,380743.47,USD,Equipment Rental,Waste Management,Community Relations,2,Open Tender,70.1,Net 90,2010-04-21,2010-06-20,PO243349,Ahafo North,PRJ7028,BUD895,Manager,Completed
TXN002703,SUP0063,2015-12-17,265497.11,USD,Security Services,Financial Services,Security,3,Open Tender,22.5,Upon Delivery,2015-12-17,2016-03-16,PO228492,Subika,PRJ1862,BUD783,VP,Completed
TXN002704,SUP0255,2024-08-05,92080.63,USD,Security Services,Environmental Services,Administration,24,Restricted Tender,90.4,Net 60,2024-08-05,2026-07-26,PO359850,Ahafo North,PRJ7806,BUD936,Manager,Active
TXN002705,SUP0286,2016-10-01,42784.25,USD,Environmental Services,Office Supplies,Community Relations,6,Restricted Tender,97.5,Net 90,2016-10-01,2017-03-30,PO323861,Ahafo South,PRJ8418,BUD680,SVP,Completed
TXN002706,SUP0359,2014-12-08,45164808.5,GHS,Catering Services,Medical Services,Mining Operations,36,Open Tender,2.2,Upon Delivery,2014-12-08,2017-11-22,PO336983,,PRJ1296,BUD130,Manager,Completed
