performance_id,supplier_id,year,quarter,assessment_date,delivery_performance_pct,quality_score,cost_competitiveness_score,safety_compliance_score,contract_compliance_pct,innovation_score,capacity_utilization_pct,overall_score,improvement_recommendations,contract_renewals_eligible,assessed_by
PERF009132,SUP0226,2024,1,2024-03-01,91.7,7.8,5.2,6.4,69.5,4.1,97.0,5.9,Comprehensive improvement plan required,No,Assessor_05
PERF009133,SUP0226,2024,2,2024-06-01,84.2,7.6,5.4,7.8,92.2,4.1,89.8,6.2,Enhance quality controls,Under Review,Assessor_06
PERF009134,SUP0226,2024,3,2024-09-01,94.9,7.4,7.5,7.9,82.2,5.8,94.9,7.2,Focus on delivery timelines,Under Review,Assessor_10
PERF009135,SUP0226,2024,4,2024-12-01,90.5,7.9,5.6,7.6,72.2,5.8,86.9,6.7,Enhance quality controls,Under Review,Assessor_15
PERF009136,SUP0226,2025,1,2025-03-01,91.8,8.5,6.5,6.6,75.5,4.8,82.0,6.6,Enhance quality controls,Under Review,Assessor_03
PERF009137,SUP0226,2025,2,2025-06-01,94.3,8.2,7.1,7.3,80.7,3.5,85.5,6.5,Enhance quality controls,Under Review,Assessor_09
PERF009138,SUP0226,2025,3,2025-09-01,87.2,7.7,6.9,7.4,75.2,4.6,87.7,6.6,Enhance quality controls,Under Review,Assessor_02
PERF009139,SUP0227,2012,1,2012-03-01,100.0,8.8,8.7,8.3,92.8,7.0,91.7,8.2,Minor process improvements needed,Yes,Assessor_07
PERF009140,SUP0227,2012,2,2012-06-01,98.8,8.6,8.6,9.4,94.4,7.5,100.0,8.5,Minor process improvements needed,Yes,Assessor_09
PERF009141,SUP0227,2012,3,2012-09-01,100.0,8.0,8.7,8.9,100.0,6.7,91.0,8.1,Minor process improvements needed,Yes,Assessor_12
PERF009142,SUP0227,2012,4,2012-12-01,100.0,8.8,10.0,9.2,97.4,6.7,100.0,8.7,Minor process improvements needed,Yes,Assessor_07
PERF009143,SUP0227,2013,1,2013-03-01,100.0,8.6,8.8,7.7,91.5,8.0,100.0,8.3,Minor process improvements needed,Under Review,Assessor_13
PERF009144,SUP0227,2013,2,2013-06-01,100.0,8.5,10.0,7.5,98.1,6.7,100.0,8.2,Minor process improvements needed,Under Review,Assessor_09
PERF009145,SUP0227,2013,3,2013-09-01,100.0,9.5,8.4,8.5,96.8,5.6,100.0,8.0,Focus on delivery timelines,Under Review,Assessor_15
PERF009146,SUP0227,2013,4,2013-12-01,100.0,8.7,8.5,9.2,93.6,7.3,87.7,8.4,Minor process improvements needed,Yes,Assessor_08
PERF009147,SUP0227,2014,1,2014-03-01,100.0,8.6,9.9,8.3,97.2,6.4,100.0,8.3,Minor process improvements needed,Yes,Assessor_18
PERF009148,SUP0227,2014,2,2014-06-01,100.0,8.8,8.6,9.2,81.6,7.5,73.7,8.5,Minor process improvements needed,Yes,Assessor_04
PERF009149,SUP0227,2014,3,2014-09-01,100.0,8.6,8.6,9.3,91.7,7.0,100.0,8.4,Minor process improvements needed,Yes,Assessor_10
PERF009150,SUP0227,2014,4,2014-12-01,100.0,8.3,7.2,8.8,97.4,8.3,90.4,8.1,Minor process improvements needed,Yes,Assessor_17
PERF009151,SUP0227,2015,1,2015-03-01,100.0,8.6,8.7,8.5,93.0,6.9,85.2,8.2,Minor process improvements needed,Yes,Assessor_17
PERF009152,SUP0227,2015,2,2015-06-01,100.0,8.8,8.5,10.0,90.1,7.2,85.8,8.6,Minor process improvements needed,Yes,Assessor_14
PERF009153,SUP0227,2015,3,2015-09-01,100.0,9.5,8.7,8.8,100.0,9.0,100.0,9.0,None - Excellent Performance,Yes,Assessor_15
PERF009154,SUP0227,2015,4,2015-12-01,100.0,9.4,9.6,8.8,96.8,5.9,100.0,8.4,Minor process improvements needed,Yes,Assessor_05
PERF009155,SUP0227,2016,1,2016-03-01,100.0,9.2,8.8,7.8,95.3,6.2,96.3,8.0,Focus on delivery timelines,Under Review,Assessor_16
PERF009156,SUP0227,2016,2,2016-06-01,100.0,10.0,9.4,8.5,90.1,7.5,89.1,8.8,Minor process improvements needed,Yes,Assessor_15
PERF009157,SUP0227,2016,3,2016-09-01,100.0,9.7,9.3,8.8,91.1,5.7,94.7,8.4,Minor process improvements needed,Yes,Assessor_04
PERF009158,SUP0227,2016,4,2016-12-01,100.0,9.4,10.0,9.3,100.0,8.8,98.4,9.4,None - Excellent Performance,Yes,Assessor_05
PERF009159,SUP0227,2017,1,2017-03-01,100.0,8.8,8.6,8.9,95.7,8.9,99.4,8.8,Minor process improvements needed,Yes,Assessor_04
PERF009160,SUP0227,2017,2,2017-06-01,100.0,10.0,8.2,9.3,98.6,5.1,93.2,8.1,Minor process improvements needed,Yes,Assessor_03
PERF009161,SUP0227,2017,3,2017-09-01,100.0,8.6,8.2,9.9,100.0,6.9,94.1,8.4,Minor process improvements needed,Yes,Assessor_14
PERF009162,SUP0227,2017,4,2017-12-01,100.0,9.1,7.7,9.6,91.4,5.6,85.5,8.0,Minor process improvements needed,Yes,Assessor_05
PERF009163,SUP0227,2018,1,2018-03-01,100.0,10.0,9.2,10.0,100.0,9.0,83.9,9.6,None - Excellent Performance,Yes,Assessor_02
PERF009164,SUP0227,2018,2,2018-06-01,100.0,9.3,9.1,9.9,90.7,7.2,90.4,8.9,Minor process improvements needed,Yes,Assessor_16
PERF009165,SUP0227,2018,3,2018-09-01,100.0,9.4,8.4,9.7,97.3,6.6,93.6,8.5,Minor process improvements needed,Yes,Assessor_13
PERF009166,SUP0227,2018,4,2018-12-01,100.0,9.6,7.8,9.7,95.4,8.9,100.0,9.0,None - Excellent Performance,Yes,Assessor_07
PERF009167,SUP0227,2019,1,2019-03-01,100.0,10.0,9.8,8.7,100.0,6.6,76.7,8.8,Minor process improvements needed,Yes,Assessor_07
PERF009168,SUP0227,2019,2,2019-06-01,100.0,8.9,9.2,9.8,93.0,7.6,93.1,8.9,Minor process improvements needed,Yes,Assessor_13
PERF009169,SUP0227,2019,3,2019-09-01,100.0,9.2,10.0,9.1,100.0,5.8,95.2,8.5,Minor process improvements needed,Yes,Assessor_09
PERF009170,SUP0227,2019,4,2019-12-01,100.0,9.5,10.0,9.9,98.1,6.1,86.8,8.9,Minor process improvements needed,Yes,Assessor_10
PERF009171,SUP0227,2020,1,2020-03-01,100.0,9.4,9.3,9.4,96.1,4.4,100.0,8.1,Minor process improvements needed,Yes,Assessor_06
PERF009172,SUP0227,2020,2,2020-06-01,100.0,10.0,8.3,9.1,100.0,7.4,100.0,8.7,Minor process improvements needed,Yes,Assessor_14
PERF009173,SUP0227,2020,3,2020-09-01,100.0,9.9,9.9,9.2,90.3,7.1,94.8,9.0,None - Excellent Performance,Yes,Assessor_17
PERF009174,SUP0227,2020,4,2020-12-01,100.0,8.8,9.1,10.0,100.0,5.4,88.2,8.3,Minor process improvements needed,Yes,Assessor_13
PERF009175,SUP0227,2021,1,2021-03-01,100.0,9.5,9.3,9.0,94.4,8.2,100.0,9.0,Minor process improvements needed,Yes,Assessor_06
PERF009176,SUP0227,2021,2,2021-06-01,100.0,9.0,8.9,9.4,97.5,6.7,85.3,8.5,Minor process improvements needed,Yes,Assessor_05
PERF009177,SUP0227,2021,3,2021-09-01,100.0,10.0,9.8,9.4,100.0,7.5,98.9,9.2,None - Excellent Performance,Yes,Assessor_18
PERF009178,SUP0227,2021,4,2021-12-01,100.0,10.0,8.8,9.4,90.3,8.5,100.0,9.2,None - Excellent Performance,Yes,Assessor_18
PERF009179,SUP0227,2022,1,2022-03-01,100.0,9.7,8.3,10.0,100.0,5.1,95.1,8.3,Minor process improvements needed,Yes,Assessor_09
PERF009180,SUP0227,2022,2,2022-06-01,100.0,10.0,9.2,10.0,98.0,7.5,96.0,9.2,None - Excellent Performance,Yes,Assessor_08
PERF009181,SUP0227,2022,3,2022-09-01,100.0,9.8,9.2,9.5,100.0,7.0,100.0,8.9,Minor process improvements needed,Yes,Assessor_09
PERF009182,SUP0227,2022,4,2022-12-01,100.0,10.0,8.9,8.6,100.0,5.6,87.6,8.3,Minor process improvements needed,Yes,Assessor_04
PERF009183,SUP0227,2023,1,2023-03-01,100.0,10.0,9.1,9.4,87.2,7.3,69.0,9.0,Minor process improvements needed,Yes,Assessor_12
PERF009184,SUP0227,2023,2,2023-06-01,100.0,10.0,9.7,9.0,94.6,8.7,100.0,9.4,None - Excellent Performance,Yes,Assessor_06
PERF009185,SUP0227,2023,3,2023-09-01,100.0,10.0,9.6,9.4,92.9,6.5,92.9,8.9,Minor process improvements needed,Yes,Assessor_16
PERF009186,SUP0227,2023,4,2023-12-01,100.0,10.0,9.0,9.4,100.0,6.1,88.7,8.6,Minor process improvements needed,Yes,Assessor_03
PERF009187,SUP0227,2024,1,2024-03-01,100.0,10.0,7.7,9.1,94.5,6.3,87.1,8.3,Minor process improvements needed,Yes,Assessor_10
PERF009188,SUP0227,2024,2,2024-06-01,100.0,10.0,8.4,8.9,100.0,5.6,93.2,8.2,Minor process improvements needed,Yes,Assessor_01
PERF009189,SUP0227,2024,3,2024-09-01,100.0,10.0,8.6,10.0,87.1,10.0,86.7,9.6,None - Excellent Performance,Yes,Assessor_06
PERF009190,SUP0227,2024,4,2024-12-01,100.0,10.0,9.9,9.8,100.0,5.8,88.0,8.9,Minor process improvements needed,Yes,Assessor_05
PERF009191,SUP0227,2025,1,2025-03-01,100.0,9.2,8.9,9.4,89.0,7.8,100.0,8.8,Minor process improvements needed,Yes,Assessor_10
PERF009192,SUP0227,2025,2,2025-06-01,100.0,9.9,7.5,8.7,100.0,7.3,99.3,8.4,Minor process improvements needed,Yes,Assessor_11
PERF009193,SUP0227,2025,3,2025-09-01,100.0,9.3,9.0,9.5,100.0,7.3,99.7,8.8,Minor process improvements needed,Yes,Assessor_19
PERF009194,SUP0228,2010,1,2010-03-01,89.7,8.4,7.2,7.3,83.4,7.8,84.3,7.7,Focus on delivery timelines,Under Review,Assessor_14
PERF009195,SUP0228,2010,2,2010-06-01,84.7,7.7,7.3,7.4,73.5,6.2,100.0,7.1,Focus on delivery timelines,Under Review,Assessor_16
PERF009196,SUP0228,2010,3,2010-09-01,92.4,7.8,8.9,7.5,88.9,7.2,100.0,7.9,Focus on delivery timelines,Under Review,Assessor_04
PERF009197,SUP0228,2010,4,2010-12-01,91.4,7.4,7.7,7.7,75.8,7.0,94.6,7.4,Focus on delivery timelines,Under Review,Assessor_15
PERF009198,SUP0228,2011,1,2011-03-01,96.6,7.2,8.7,7.9,78.5,4.9,78.9,7.2,Focus on delivery timelines,Under Review,Assessor_18
PERF009199,SUP0228,2011,2,2011-06-01,93.1,7.8,7.6,8.6,76.7,5.2,95.8,7.3,Focus on delivery timelines,Under Review,Assessor_13
PERF009200,SUP0228,2011,3,2011-09-01,90.2,8.9,6.9,7.7,78.8,6.8,85.2,7.5,Focus on delivery timelines,Under Review,Assessor_08
PERF009201,SUP0228,2011,4,2011-12-01,93.6,8.0,7.9,7.6,84.8,5.9,100.0,7.3,Focus on delivery timelines,Under Review,Assessor_05
PERF009202,SUP0228,2012,1,2012-03-01,86.2,7.9,6.1,8.8,82.6,6.8,85.7,7.4,Focus on delivery timelines,Under Review,Assessor_03
PERF009203,SUP0228,2012,2,2012-06-01,89.3,8.2,8.0,8.3,91.3,7.1,99.6,7.9,Focus on delivery timelines,Under Review,Assessor_02
PERF009204,SUP0228,2012,3,2012-09-01,92.1,9.0,7.3,8.0,86.4,5.7,98.5,7.5,Focus on delivery timelines,Under Review,Assessor_15
PERF009205,SUP0228,2012,4,2012-12-01,97.6,8.7,7.8,7.8,92.5,3.7,90.0,7.0,Focus on delivery timelines,Under Review,Assessor_02
PERF009206,SUP0228,2013,1,2013-03-01,95.0,8.1,8.7,8.1,70.7,4.4,90.7,7.3,Focus on delivery timelines,Under Review,Assessor_18
PERF009207,SUP0228,2013,2,2013-06-01,91.8,9.2,6.3,8.2,81.1,4.6,92.8,7.1,Focus on delivery timelines,Under Review,Assessor_14
PERF009208,SUP0228,2013,3,2013-09-01,92.4,8.1,7.3,7.7,88.8,4.6,100.0,6.9,Enhance quality controls,Under Review,Assessor_18
PERF009209,SUP0228,2013,4,2013-12-01,95.0,7.1,6.8,7.9,80.5,7.6,70.5,7.4,Focus on delivery timelines,Under Review,Assessor_09
PERF009210,SUP0228,2014,1,2014-03-01,98.6,8.5,7.6,7.6,75.7,6.0,85.4,7.4,Focus on delivery timelines,Under Review,Assessor_12
PERF009211,SUP0228,2014,2,2014-06-01,94.6,7.4,8.8,8.0,81.3,5.9,85.0,7.5,Focus on delivery timelines,Under Review,Assessor_18
PERF009212,SUP0228,2014,3,2014-09-01,90.7,7.3,7.6,8.5,79.8,6.0,92.6,7.4,Focus on delivery timelines,Under Review,Assessor_18
PERF009213,SUP0228,2014,4,2014-12-01,87.2,8.4,6.7,7.2,92.6,5.2,79.8,6.9,Enhance quality controls,Under Review,Assessor_15
PERF009214,SUP0228,2015,1,2015-03-01,91.1,8.2,8.3,7.9,95.3,5.8,100.0,7.5,Focus on delivery timelines,Under Review,Assessor_08
PERF009215,SUP0228,2015,2,2015-06-01,100.0,8.1,8.0,7.3,91.2,7.8,89.0,7.8,Focus on delivery timelines,Under Review,Assessor_14
PERF009216,SUP0228,2015,3,2015-09-01,97.3,8.5,8.2,7.8,84.8,8.8,85.9,8.3,Minor process improvements needed,Under Review,Assessor_09
PERF009217,SUP0228,2015,4,2015-12-01,94.3,8.9,7.1,8.3,79.7,6.9,87.3,7.8,Focus on delivery timelines,Under Review,Assessor_12
PERF009218,SUP0228,2016,1,2016-03-01,95.6,8.2,6.4,7.4,86.7,7.5,90.3,7.4,Focus on delivery timelines,Under Review,Assessor_12
PERF009219,SUP0228,2016,2,2016-06-01,97.5,7.8,8.9,8.6,91.5,6.6,84.7,7.9,Focus on delivery timelines,Under Review,Assessor_07
PERF009220,SUP0228,2016,3,2016-09-01,93.4,9.2,7.4,7.2,92.0,4.5,100.0,7.1,Focus on delivery timelines,Under Review,Assessor_15
PERF009221,SUP0228,2016,4,2016-12-01,93.0,8.1,7.6,9.0,81.3,6.7,86.1,7.8,Focus on delivery timelines,Under Review,Assessor_04
PERF009222,SUP0228,2017,1,2017-03-01,98.9,7.6,6.7,7.8,83.5,4.5,100.0,6.7,Enhance quality controls,Under Review,Assessor_07
PERF009223,SUP0228,2017,2,2017-06-01,93.4,8.1,8.6,8.9,84.1,6.3,94.5,8.0,Focus on delivery timelines,Under Review,Assessor_11
PERF009224,SUP0228,2017,3,2017-09-01,93.7,8.3,7.4,7.5,100.0,4.8,84.4,7.0,Enhance quality controls,Under Review,Assessor_10
PERF009225,SUP0228,2017,4,2017-12-01,100.0,7.8,7.2,8.7,80.7,5.1,94.4,7.2,Focus on delivery timelines,Under Review,Assessor_15
PERF009226,SUP0228,2018,1,2018-03-01,91.7,8.7,6.4,8.6,90.0,5.5,81.0,7.3,Focus on delivery timelines,Under Review,Assessor_01
PERF009227,SUP0228,2018,2,2018-06-01,92.3,7.1,8.8,8.5,92.0,5.6,77.0,7.5,Focus on delivery timelines,Under Review,Assessor_03
PERF009228,SUP0228,2018,3,2018-09-01,91.9,8.5,5.8,8.6,83.0,5.2,90.5,7.0,Focus on delivery timelines,Under Review,Assessor_10
PERF009229,SUP0228,2018,4,2018-12-01,89.8,7.6,10.0,8.3,77.0,6.9,75.2,8.2,Minor process improvements needed,Yes,Assessor_15
PERF009230,SUP0228,2019,1,2019-03-01,96.6,7.9,8.1,7.9,91.8,6.7,88.2,7.6,Focus on delivery timelines,Under Review,Assessor_15
PERF009231,SUP0228,2019,2,2019-06-01,95.0,8.0,7.6,6.8,74.0,7.3,80.4,7.4,Focus on delivery timelines,Under Review,Assessor_18
PERF009232,SUP0228,2019,3,2019-09-01,100.0,7.6,8.4,7.5,74.4,4.2,85.7,6.9,Enhance quality controls,Under Review,Assessor_18
PERF009233,SUP0228,2019,4,2019-12-01,99.2,9.2,6.8,7.9,87.1,7.7,88.5,7.9,Focus on delivery timelines,Under Review,Assessor_18
PERF009234,SUP0228,2020,1,2020-03-01,92.8,9.1,8.2,8.1,79.2,4.2,89.4,7.4,Focus on delivery timelines,Under Review,Assessor_11
PERF009235,SUP0228,2020,2,2020-06-01,95.6,8.5,6.8,8.4,75.8,7.1,94.7,7.7,Focus on delivery timelines,Under Review,Assessor_05
PERF009236,SUP0228,2020,3,2020-09-01,95.1,8.7,7.7,8.4,95.7,6.7,100.0,7.9,Focus on delivery timelines,Under Review,Assessor_16
PERF009237,SUP0228,2020,4,2020-12-01,93.9,8.4,7.5,6.5,93.9,6.8,85.9,7.3,Focus on delivery timelines,Under Review,Assessor_12
PERF009238,SUP0228,2021,1,2021-03-01,96.7,9.1,8.0,7.8,85.9,6.2,89.3,7.8,Focus on delivery timelines,Under Review,Assessor_03
PERF009239,SUP0228,2021,2,2021-06-01,100.0,8.1,7.0,8.0,89.6,3.1,83.5,6.5,Enhance quality controls,Under Review,Assessor_19
PERF009240,SUP0228,2021,3,2021-09-01,93.8,8.1,7.9,7.9,92.5,7.7,92.0,7.9,Focus on delivery timelines,Under Review,Assessor_16
PERF009241,SUP0228,2021,4,2021-12-01,95.3,9.2,7.4,7.7,97.6,6.3,85.4,7.7,Focus on delivery timelines,Under Review,Assessor_17
PERF009242,SUP0228,2022,1,2022-03-01,92.1,8.6,8.1,8.2,70.2,5.5,94.7,7.6,Focus on delivery timelines,Under Review,Assessor_08
PERF009243,SUP0228,2022,2,2022-06-01,96.5,8.8,8.0,7.9,100.0,4.8,85.7,7.4,Focus on delivery timelines,Under Review,Assessor_01
PERF009244,SUP0228,2022,3,2022-09-01,100.0,8.4,7.4,8.9,83.6,7.1,79.8,7.9,Focus on delivery timelines,Under Review,Assessor_10
PERF009245,SUP0228,2022,4,2022-12-01,90.7,8.2,6.9,8.9,90.0,4.2,100.0,7.1,Focus on delivery timelines,Under Review,Assessor_16
PERF009246,SUP0228,2023,1,2023-03-01,99.3,8.9,7.1,9.0,88.0,4.0,68.1,7.2,Focus on delivery timelines,Under Review,Assessor_07
PERF009247,SUP0228,2023,2,2023-06-01,100.0,9.5,6.6,7.9,88.1,5.0,87.8,7.2,Focus on delivery timelines,Under Review,Assessor_09
PERF009248,SUP0228,2023,3,2023-09-01,100.0,8.1,7.1,8.2,78.9,7.8,82.8,7.8,Focus on delivery timelines,Under Review,Assessor_10
PERF009249,SUP0228,2023,4,2023-12-01,100.0,8.4,6.5,8.4,98.1,5.0,83.4,7.1,Focus on delivery timelines,Under Review,Assessor_15
PERF009250,SUP0228,2024,1,2024-03-01,92.2,8.5,8.9,8.5,88.4,6.1,91.1,8.0,Minor process improvements needed,Yes,Assessor_19
PERF009251,SUP0228,2024,2,2024-06-01,92.2,8.2,7.5,8.3,82.2,5.2,79.6,7.3,Focus on delivery timelines,Under Review,Assessor_06
PERF009252,SUP0228,2024,3,2024-09-01,100.0,7.7,6.5,7.7,95.1,5.6,97.5,6.8,Enhance quality controls,Under Review,Assessor_10
PERF009253,SUP0228,2024,4,2024-12-01,97.8,8.5,8.1,8.6,70.3,6.9,100.0,8.0,Minor process improvements needed,Yes,Assessor_18
PERF009254,SUP0228,2025,1,2025-03-01,100.0,7.8,7.6,8.4,64.4,5.3,83.3,7.3,Focus on delivery timelines,Under Review,Assessor_13
PERF009255,SUP0228,2025,2,2025-06-01,100.0,8.0,4.8,9.3,76.4,5.0,96.6,6.8,Enhance quality controls,Under Review,Assessor_16
PERF009256,SUP0228,2025,3,2025-09-01,95.1,8.6,8.7,7.0,100.0,4.5,88.0,7.2,Focus on delivery timelines,Under Review,Assessor_10
PERF009257,SUP0229,2018,1,2018-03-01,100.0,9.2,10.0,8.8,97.5,6.9,100.0,8.7,Minor process improvements needed,Yes,Assessor_09
PERF009258,SUP0229,2018,2,2018-06-01,100.0,9.3,8.3,9.2,100.0,8.2,95.3,8.7,Minor process improvements needed,Yes,Assessor_11
PERF009259,SUP0229,2018,3,2018-09-01,100.0,9.2,10.0,8.8,99.2,10.0,100.0,9.5,None - Excellent Performance,Yes,Assessor_13
PERF009260,SUP0229,2018,4,2018-12-01,100.0,9.5,10.0,8.5,100.0,6.1,94.0,8.5,Minor process improvements needed,Yes,Assessor_07
PERF009261,SUP0229,2019,1,2019-03-01,100.0,9.7,9.9,9.5,100.0,6.8,85.9,9.0,Minor process improvements needed,Yes,Assessor_08
PERF009262,SUP0229,2019,2,2019-06-01,100.0,10.0,8.8,9.5,98.5,5.0,100.0,8.3,Minor process improvements needed,Yes,Assessor_14
PERF009263,SUP0229,2019,3,2019-09-01,100.0,9.5,8.7,9.1,96.3,4.8,100.0,8.0,Minor process improvements needed,Yes,Assessor_16
PERF009264,SUP0229,2019,4,2019-12-01,100.0,9.9,9.1,9.4,100.0,7.8,96.3,9.1,None - Excellent Performance,Yes,Assessor_02
PERF009265,SUP0229,2020,1,2020-03-01,100.0,9.7,9.0,9.7,92.4,6.6,89.9,8.8,Minor process improvements needed,Yes,Assessor_13
PERF009266,SUP0229,2020,2,2020-06-01,100.0,9.3,7.9,8.8,100.0,6.8,100.0,8.2,Minor process improvements needed,Yes,Assessor_05
PERF009267,SUP0229,2020,3,2020-09-01,100.0,9.2,9.8,9.0,93.4,7.6,83.7,8.9,Minor process improvements needed,Yes,Assessor_08
PERF009268,SUP0229,2020,4,2020-12-01,100.0,9.6,9.0,8.8,100.0,7.4,86.0,8.7,Minor process improvements needed,Yes,Assessor_08
PERF009269,SUP0229,2021,1,2021-03-01,100.0,10.0,9.5,9.3,100.0,8.6,100.0,9.3,None - Excellent Performance,Yes,Assessor_03
PERF009270,SUP0229,2021,2,2021-06-01,100.0,9.0,7.3,9.7,100.0,8.1,98.2,8.5,Minor process improvements needed,Yes,Assessor_19
PERF009271,SUP0229,2021,3,2021-09-01,100.0,9.7,8.9,9.4,100.0,4.5,99.9,8.1,Minor process improvements needed,Yes,Assessor_17
PERF009272,SUP0229,2021,4,2021-12-01,100.0,10.0,9.1,9.6,89.9,7.1,100.0,8.9,Minor process improvements needed,Yes,Assessor_12
PERF009273,SUP0229,2022,1,2022-03-01,100.0,8.8,8.4,9.3,92.6,5.3,97.3,8.0,Focus on delivery timelines,Under Review,Assessor_12
PERF009274,SUP0229,2022,2,2022-06-01,100.0,10.0,9.1,9.6,93.9,7.1,80.6,9.0,Minor process improvements needed,Yes,Assessor_18
PERF009275,SUP0229,2022,3,2022-09-01,100.0,9.4,10.0,8.9,100.0,6.8,100.0,8.8,Minor process improvements needed,Yes,Assessor_14
PERF009276,SUP0229,2022,4,2022-12-01,100.0,9.9,9.8,10.0,100.0,7.1,95.1,9.2,None - Excellent Performance,Yes,Assessor_10
PERF009277,SUP0229,2023,1,2023-03-01,100.0,9.4,8.9,9.5,100.0,7.4,87.1,8.8,Minor process improvements needed,Yes,Assessor_12
PERF009278,SUP0229,2023,2,2023-06-01,100.0,9.4,9.2,9.4,99.4,8.4,97.0,9.1,None - Excellent Performance,Yes,Assessor_03
PERF009279,SUP0229,2023,3,2023-09-01,100.0,10.0,10.0,10.0,100.0,6.4,100.0,9.1,None - Excellent Performance,Yes,Assessor_12
PERF009280,SUP0229,2023,4,2023-12-01,100.0,10.0,9.1,9.3,100.0,10.0,100.0,9.6,None - Excellent Performance,Yes,Assessor_01
PERF009281,SUP0229,2024,1,2024-03-01,100.0,10.0,9.6,9.6,100.0,9.5,97.5,9.7,None - Excellent Performance,Yes,Assessor_13
PERF009282,SUP0229,2024,2,2024-06-01,100.0,9.6,9.7,9.2,100.0,7.0,85.8,8.9,Minor process improvements needed,Yes,Assessor_17
PERF009283,SUP0229,2024,3,2024-09-01,100.0,10.0,9.0,9.0,98.7,8.7,100.0,9.2,None - Excellent Performance,Yes,Assessor_11
PERF009284,SUP0229,2024,4,2024-12-01,100.0,10.0,9.3,8.7,100.0,7.0,81.1,8.7,Minor process improvements needed,Yes,Assessor_15
PERF009285,SUP0229,2025,1,2025-03-01,100.0,10.0,9.4,10.0,90.2,7.9,94.1,9.3,None - Excellent Performance,Yes,Assessor_13
PERF009286,SUP0229,2025,2,2025-06-01,100.0,10.0,10.0,9.0,100.0,6.9,94.0,9.0,Minor process improvements needed,Yes,Assessor_04
PERF009287,SUP0229,2025,3,2025-09-01,100.0,9.5,9.0,9.3,100.0,7.6,87.2,8.9,Minor process improvements needed,Yes,Assessor_17
PERF009288,SUP0230,2014,1,2014-03-01,100.0,9.0,9.4,9.1,100.0,8.1,99.5,8.9,Minor process improvements needed,Yes,Assessor_09
PERF009289,SUP0230,2014,2,2014-06-01,100.0,8.6,10.0,9.5,93.6,7.0,91.6,8.8,Minor process improvements needed,Yes,Assessor_11
PERF009290,SUP0230,2014,3,2014-09-01,100.0,9.7,8.4,9.4,100.0,8.8,91.3,9.1,None - Excellent Performance,Yes,Assessor_09
PERF009291,SUP0230,2014,4,2014-12-01,100.0,8.1,8.2,9.1,100.0,7.0,99.4,8.1,Minor process improvements needed,Yes,Assessor_07
PERF009292,SUP0230,2015,1,2015-03-01,99.5,8.3,9.7,10.0,100.0,8.4,100.0,9.1,None - Excellent Performance,Yes,Assessor_05
PERF009293,SUP0230,2015,2,2015-06-01,100.0,9.5,10.0,10.0,93.4,5.9,93.3,8.8,Minor process improvements needed,Yes,Assessor_04
PERF009294,SUP0230,2015,3,2015-09-01,100.0,9.2,9.6,8.7,100.0,6.6,95.6,8.5,Minor process improvements needed,Yes,Assessor_11
PERF009295,SUP0230,2015,4,2015-12-01,100.0,9.5,8.7,9.6,100.0,6.0,85.4,8.4,Minor process improvements needed,Yes,Assessor_08
PERF009296,SUP0230,2016,1,2016-03-01,100.0,8.7,8.6,10.0,100.0,6.9,100.0,8.5,Minor process improvements needed,Yes,Assessor_01
PERF009297,SUP0230,2016,2,2016-06-01,100.0,9.9,8.5,8.7,97.1,7.1,100.0,8.5,Minor process improvements needed,Yes,Assessor_12
PERF009298,SUP0230,2016,3,2016-09-01,100.0,9.6,10.0,8.9,100.0,7.2,99.9,8.9,Minor process improvements needed,Yes,Assessor_09
PERF009299,SUP0230,2016,4,2016-12-01,100.0,9.0,8.5,9.0,96.5,5.3,95.3,7.9,Focus on delivery timelines,Under Review,Assessor_05
PERF009300,SUP0230,2017,1,2017-03-01,100.0,8.9,8.4,9.7,92.0,7.7,93.6,8.7,Minor process improvements needed,Yes,Assessor_01
PERF009301,SUP0230,2017,2,2017-06-01,100.0,9.0,9.5,9.8,96.2,7.7,89.3,9.0,None - Excellent Performance,Yes,Assessor_02
PERF009302,SUP0230,2017,3,2017-09-01,100.0,9.6,9.6,9.3,100.0,8.4,93.2,9.2,None - Excellent Performance,Yes,Assessor_01
PERF009303,SUP0230,2017,4,2017-12-01,100.0,9.5,8.7,9.1,96.6,8.7,100.0,9.0,Minor process improvements needed,Yes,Assessor_05
PERF009304,SUP0230,2018,1,2018-03-01,100.0,9.1,8.3,9.5,100.0,8.5,79.6,8.8,Minor process improvements needed,Yes,Assessor_04
PERF009305,SUP0230,2018,2,2018-06-01,100.0,9.8,7.8,9.1,100.0,9.8,90.8,9.1,None - Excellent Performance,Yes,Assessor_03
PERF009306,SUP0230,2018,3,2018-09-01,100.0,10.0,7.6,9.3,89.2,7.9,87.4,8.7,Minor process improvements needed,Yes,Assessor_10
PERF009307,SUP0230,2018,4,2018-12-01,100.0,9.7,8.6,9.4,100.0,7.5,100.0,8.8,Minor process improvements needed,Yes,Assessor_15
PERF009308,SUP0230,2019,1,2019-03-01,100.0,9.9,10.0,8.8,100.0,7.3,94.3,9.0,Minor process improvements needed,Yes,Assessor_08
PERF009309,SUP0230,2019,2,2019-06-01,100.0,10.0,7.4,10.0,100.0,8.7,100.0,9.0,None - Excellent Performance,Yes,Assessor_05
